stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,import_id,city_name,ext_siri1_id,ext_stop_headsigns,stop_code_insee
place_NOVE,,11 Novembre,Tarnos - 11 Novembre,43.53882350,-1.45223250,,,1,,2,,Tarnos,,,40312
place_AVRI,,14 Avril,Bayonne - 14 Avril,43.50243750,-1.46232100,,,1,,2,,Bayonne,,,64102
place_JUIN,,18 Juin,Biarritz - 18 Juin,43.48565200,-1.54723100,,,1,,2,,Biarritz,,,64122
place_PETC,,4 Vents,Boucau - 4 Vents,43.53218450,-1.47698950,,,1,,2,,Boucau,,,64140
place_7PUI,,7 Puits,Anglet - 7 Puits,43.47176350,-1.52669600,,,1,,2,,Anglet,,,64024
place_NOST,,A Noste,Boucau - A Noste,43.52799000,-1.47373950,,,1,,2,,Boucau,,,64140
place_CRZA,,A. Croizat,Tarnos - A. Croizat,43.53518650,-1.49045950,,,1,,2,,Tarnos,,,40312
place_ABB,,Abbé Cestac,Anglet - Abbé Cestac,43.50197800,-1.52392400,,,1,,2,,Anglet,,,64024
place_ACAC,,Acacias,Anglet - Acacias,43.49790300,-1.50807500,,,1,,2,,Anglet,,,64024
place_AGUE,,Aguerria,Mouguerre - Aguerria,43.46950400,-1.42573500,,,1,,2,,Mouguerre,,,64407
place_AGUI,,Aguilera,Biarritz - Aguilera,43.48100800,-1.53559550,,,1,,2,,Biarritz,,,64122
place_AGMO,,Aguilera - Mont Orient,Biarritz - Aguilera - Mont Orient,43.48488950,-1.53859850,,,1,,2,,Biarritz,,,64122
place_AILL,,Aillet,Biarritz - Aillet,43.48341050,-1.54656000,,,1,,2,,Biarritz,,,64122
place_AJON,,Ajoncs,Anglet - Ajoncs,43.51108200,-1.51854250,,,1,,2,,Anglet,,,64024
place_ALSC,,Alsace,Biarritz - Alsace,43.48859400,-1.55105400,,,1,,2,,Biarritz,,,64122
place_ALSA,,Alsace Lorraine,Bayonne - Alsace Lorraine,43.49501800,-1.46933650,,,1,,2,,Bayonne,,,64102
place_AMA-AMAD,,Amade,Bayonne - Amade,43.50593200,-1.47566700,,,1,,2,,Bayonne,,,64102
place_AMLU,,Ametz Lura,Saint-Pierre-d'Irube - Ametz Lura,43.46161450,-1.43302200,,,1,,2,,Saint-Pierre-d'Irube,,,64496
place_ADUF,,Amédée Dufourg,Anglet - Amédée Dufourg,43.48221050,-1.51492450,,,1,,2,,Anglet,,,64024
place_ABBA,,Antoine d'Abbadie,Bidart - Antoine d'Abbadie,43.44769625,-1.55660200,,,1,,2,,Bidart,,,64125
place_ARAG,,Aragon,Boucau - Aragon,43.53353200,-1.47765000,,,1,,2,,Boucau,,,64140
place_ARAN,,Arans,Bayonne - Arans,43.48143400,-1.47952200,,,1,,1,,Bayonne,,,64102
place_ABOU,,Arcangues Bourg,Arcangues - Arcangues Bourg,43.43536200,-1.51914300,,,1,,2,,Arcangues,,,64038
place_ARG,,Argote,Bayonne - Argote,43.49522000,-1.46417400,,,1,,2,,Bayonne,,,64102
place_ARKI,,Arguizabal,Villefranque - Arguizabal,43.44222400,-1.45842300,,,1,,2,,Villefranque,,,64558
place_ARIT,,Aritxague,Anglet - Aritxague,43.47385750,-1.49578900,,,1,,2,,Anglet,,,64024
place_ARTO,,Armand Toulet,Anglet - Armand Toulet,43.48704200,-1.50092650,,,1,,2,,Anglet,,,64024
place_AROT,,Arotzaenea,Saint-Pierre-d'Irube - Arotzaenea,43.46633600,-1.44434900,,,1,,2,,Saint-Pierre-d'Irube,,,64496
place_ARRO,,Arrousets,Bayonne - Arrousets,43.49862550,-1.43653550,,,1,,2,,Bayonne,,,64102
place_ARSE,,Arsenal,Bayonne - Arsenal,43.48828300,-1.47243350,,,1,,2,,Bayonne,,,64102
place_ARTG,,Artigasses,Tarnos - Artigasses,43.54596000,-1.46755200,,,1,,2,,Tarnos,,,40312
place_ARTE,,Artémis,Anglet - Artémis,43.47400700,-1.50016400,,,1,,2,,Anglet,,,64024
place_AREN,,Arènes,Bayonne - Arènes,43.49347050,-1.48844500,,,1,,2,,Bayonne,,,64102
place_ARPO,,Arènes-Los Pontòts,Bayonne - Arènes-Los Pontòts,43.49356600,-1.49250350,,,1,,2,,Bayonne,,,64102
place_ATAB,,Atabal,Biarritz - Atabal,43.46026550,-1.53905000,,,1,,2,,Biarritz,,,64122
place_ATHE,,Atherbea,Bidart - Atherbea,43.43754600,-1.58950700,,,1,,2,,Bidart,,,64125
place_ATUR,,Aturri,Saint-Pierre-d'Irube - Aturri,43.47274650,-1.44247250,,,1,,2,,Saint-Pierre-d'Irube,,,64496
place_AVIR,,Aviron Bayonnais,Bayonne - Aviron Bayonnais,43.48716800,-1.47592000,,,1,,2,,Bayonne,,,64102
place_AXRI,,Axeri-Mendi,Bassussarry - Axeri-Mendi,43.44134900,-1.50515050,,,1,,2,,Bassussarry,,,64100
place_AYGA,,Aygas,Tarnos - Aygas,43.53986450,-1.47811750,,,1,,2,,Tarnos,,,40312
place_AYGS,,Aygassot,Boucau - Aygassot,43.53875100,-1.48096950,,,1,,2,,Boucau,,,64140
place_AERO,,Aéroport de Biarritz,Anglet - Aéroport de Biarritz,43.47204000,-1.53240500,,,1,,2,,Anglet,,,64024
place_BAB1,,BAB 3000,Anglet - BAB 3000,43.49366700,-1.51840700,,,1,,2,,Anglet,,,64024
place_BAB,,BAB2,Anglet - BAB2,43.49050400,-1.49860600,,,1,,2,,Anglet,,,64024
place_BAGA,,Bagatelle,Saint-Martin-de-Seignanx - Bagatelle,43.52691350,-1.39348050,,,1,,2,,Saint-Martin-de-Seignanx,,,40273
place_BAHI,,Bahinos,Anglet - Bahinos,43.49425550,-1.51864700,,,1,,2,,Anglet,,,64024
place_BAL,,Bali,Tarnos - Bali,43.53561150,-1.45503750,,,1,,2,,Tarnos,,,40312
place_BALI,,Balishon,Bayonne - Balishon,43.49618100,-1.48564750,,,1,,2,,Bayonne,,,64102
place_BANI,,Banicq,Tarnos - Banicq,43.53098500,-1.44701000,,,1,,2,,Tarnos,,,40312
place_BARJ,,Bar Jean,Boucau - Bar Jean,43.52763600,-1.49222000,,,1,,2,,Boucau,,,64140
place_BARB,,Barbarenia,Biarritz - Barbarenia,43.44990067,-1.55969767,,,1,,2,,Biarritz,,,64122
place_BARC,,Barchalot,Biarritz - Barchalot,43.46287750,-1.56020500,,,1,,2,,Biarritz,,,64122
place_BRRT,,Barrat,Tarnos - Barrat,43.54099650,-1.47573050,,,1,,2,,Tarnos,,,40312
place_BARS,,Barriere SNCF St-Bernard,Bayonne - Barriere SNCF St-Bernard,43.50227600,-1.47939550,,,1,,2,,Bayonne,,,64102
place_BART,,Barthassot,Boucau - Barthassot,43.52684750,-1.49061500,,,1,,2,,Boucau,,,64140
place_BBOU,,Bassussarry Bourg,Bassussarry - Bassussarry Bourg,43.44599350,-1.50952800,,,1,,2,,Bassussarry,,,64100
place_BAST,,Bastié,Anglet - Bastié,43.46363250,-1.50526550,,,1,,2,,Anglet,,,64024
place_BAYA,,Bayonne Adour,Bayonne - Bayonne Adour,43.49614750,-1.43644400,,,1,,2,,Bayonne,,,64102
place_RIVA,,Beaurivage,Biarritz - Beaurivage,43.47144100,-1.56743550,,,1,,2,,Biarritz,,,64122
place_BELA,,Bel Air,Saint-Pierre-d'Irube - Bel Air,43.46377550,-1.44592350,,,1,,2,,Saint-Pierre-d'Irube,,,64496
place_CGPM,,Bela Basque,Anglet - Bela Basque,43.46448250,-1.53211950,,,1,,2,,Anglet,,,64024
place_BELY,,Belay,Biarritz - Belay,43.47495300,-1.55361000,,,1,,2,,Biarritz,,,64122
place_BELH,,Belharra,Bayonne - Belharra,43.47915100,-1.45583300,,,1,,2,,Bayonne,,,64102
place_BELM,,Belle Marion,Anglet - Belle Marion,43.49598750,-1.51577500,,,1,,2,,Anglet,,,64024
place_BELL,,Bellevue,Anglet - Bellevue,43.50330100,-1.51197050,,,1,,2,,Anglet,,,64024
place_BEPK,,Bellevue Parking,Biarritz - Bellevue Parking,43.48225900,-1.56165100,,,1,,2,,Biarritz,,,64122
place_BERN,,Bernain,Anglet - Bernain,43.48236300,-1.51026200,,,1,,2,,Anglet,,,64024
place_BRNM,,Bernain-Montòri,Anglet - Bernain-Montòri,43.48157100,-1.51007100,,,1,,2,,Anglet,,,64024
place_MAIR,,Bernède,Bayonne - Bernède,43.49324300,-1.47586500,,,1,,2,,Bayonne,,,64102
place_BRAU,,Berraute,Anglet - Berraute,43.45558050,-1.49735000,,,1,,2,,Anglet,,,64024
place_BERR,,Berrua,Bidart - Berrua,43.43822850,-1.58303150,,,1,,2,,Bidart,,,64125
place_BERTR,,Bertrix,Ondres - Bertrix,43.56595150,-1.44435250,,,1,,2,,Ondres,,,40209
place_BEYR,,Beyris,Bayonne - Beyris,43.48403250,-1.49928900,,,1,,2,,Bayonne,,,64102
place_BTZC,,Biarritz Camping,Biarritz - Biarritz Camping,43.46210600,-1.56728900,,,1,,2,,Biarritz,,,64122
place_BIAR-BIARR,,Biarrotte,Tarnos - Biarrotte,43.51693600,-1.42874400,,,1,,2,,Tarnos,,,40312
place_BIBL,,Bibliothèque,Anglet - Bibliothèque,43.48511000,-1.51378800,,,1,,2,,Anglet,,,64024
place_BIDE,,Bide Artean,Bidart - Bide Artean,43.44564650,-1.58324450,,,1,,2,,Bidart,,,64125
place_BIGO,,Bigorre,Boucau - Bigorre,43.53314050,-1.48864450,,,1,,2,,Boucau,,,64140
place_BEDE,,Bista Eder,Mouguerre - Bista Eder,43.47311700,-1.41627850,,,1,,2,,Mouguerre,,,64407
place_BLAN,,Blancpignon,Anglet - Blancpignon,43.51205500,-1.50020900,,,1,,2,,Anglet,,,64024
place_BOIB,,Bois Belin,Anglet - Bois Belin,43.49315100,-1.51645050,,,1,,2,,Anglet,,,64024
place_BOIS,,Bois de Boulogne,Biarritz - Bois de Boulogne,43.46098000,-1.54896900,,,1,,2,,Biarritz,,,64122
place_GUIL,,Bois Guilhou,Boucau - Bois Guilhou,43.51935500,-1.48486900,,,1,,2,,Boucau,,,64140
place_BRDA,,Borda,Mouguerre - Borda,43.47635050,-1.43187350,,,1,,2,,Mouguerre,,,64407
place_BRDE,,Bordes,Anglet - Bordes,43.45728350,-1.50192250,,,1,,2,,Anglet,,,64024
place_BOUR,,Bourbaki,Bayonne - Bourbaki,43.49312550,-1.46610150,,,1,,2,,Bayonne,,,64102
place_BURU,,Bourroua,Bayonne - Bourroua,43.49549550,-1.45227800,,,1,,2,,Bayonne,,,64102
place_BRAM,,Bramarie,Boucau - Bramarie,43.51844000,-1.48650700,,,1,,2,,Boucau,,,64140
place_BREU,,Breuer,Bayonne - Breuer,43.50336900,-1.45116900,,,1,,2,,Bayonne,,,64102
place_BRIS,,Brise Lames,Anglet - Brise Lames,43.52597350,-1.51087700,,,1,,2,,Anglet,,,64024
place_IKEA,,C. Cial Ametzondo,Saint-Pierre-d'Irube - C. Cial Ametzondo,43.48082000,-1.44298100,,,1,,2,,Saint-Pierre-d'Irube,,,64496
place_OCEA,,C. Cial l'Océan,Tarnos - C. Cial l'Océan,43.52443725,-1.46386775,,,1,,2,,Tarnos,,,40312
place_CCFR,,C. Cial St-Frédéric,Bayonne - C. Cial St-Frédéric,43.49242800,-1.45324400,,,1,,2,,Bayonne,,,64102
place_CAMP,,Cam de Prats,Bayonne - Cam de Prats,43.48376050,-1.46634500,,,1,,2,,Bayonne,,,64102
place_CAMA,,Camayou,Bayonne - Camayou,43.50651700,-1.46723900,,,1,,2,,Bayonne,,,64102
place_CAMI,,Camiade,Anglet - Camiade,43.50186150,-1.50697800,,,1,,2,,Anglet,,,64024
place_CAMN,,Camin,Anglet - Camin,43.45559450,-1.50998100,,,1,,2,,Anglet,,,64024
place_RUIS,,Camping Ruisseau,Bidart - Camping Ruisseau,43.43670650,-1.56727350,,,1,,2,,Bidart,,,64125
place_CAM,,Camus,Bayonne - Camus,43.49935150,-1.45443250,,,1,,2,,Bayonne,,,64102
place_CANA,,Canal,Anglet - Canal,43.49767850,-1.49570300,,,1,,2,,Anglet,,,64024
place_CAND,,Canditte,Boucau - Canditte,43.53487650,-1.47821600,,,1,,2,,Boucau,,,64140
place_CNTA,,Cantau,Anglet - Cantau,43.47583300,-1.51099200,,,1,,2,,Anglet,,,64024
place_CANT,,Cantecigales,Tarnos - Cantecigales,43.53783250,-1.45359450,,,1,,2,,Tarnos,,,40312
place_CAPU,,Capucins,Bayonne - Capucins,43.49242100,-1.48718500,,,1,,2,,Bayonne,,,64102
place_CARA,,Caradoc,Bayonne - Caradoc,43.49943100,-1.45891000,,,1,,2,,Bayonne,,,64102
place_CRRI,,Carricartenea,Bidart - Carricartenea,43.43568900,-1.59345300,,,1,,2,,Bidart,,,64125
place_CARI,,Carrière,Anglet - Carrière,43.46347050,-1.51698800,,,1,,2,,Anglet,,,64024
place_KBAB,,Cascaïs,Biarritz - Cascaïs,43.47540050,-1.54534550,,,1,,2,,Biarritz,,,64122
place_CASS,,Cassin,Bayonne - Cassin,43.48110250,-1.48068000,,,1,,2,,Bayonne,,,64102
place_CASTA,,Castaings,Boucau - Castaings,43.52868150,-1.47789250,,,1,,2,,Boucau,,,64140
place_TCAS,,Castillon,Tarnos - Castillon,43.52648900,-1.45042000,,,1,,2,,Tarnos,,,40312
place_CSTB,,Castillon Barbier,Tarnos - Castillon Barbier,43.52502550,-1.45559400,,,1,,2,,Tarnos,,,40312
place_STET,,Cazenave,Bayonne - Cazenave,43.51099100,-1.43478100,,,1,,2,,Bayonne,,,64102
place_CCI,,CCI,Bayonne - CCI,43.49737550,-1.48933200,,,1,,2,,Bayonne,,,64102
place_HDVB,,Centre,Biarritz - Centre,43.48204300,-1.55949200,,,1,,2,,Biarritz,,,64122
place_CHAI,,Chaillas,Bidart - Chaillas,43.44658450,-1.58029750,,,1,,2,,Bidart,,,64125
place_CHLE,,Chalets,Biarritz - Chalets,43.47483300,-1.56266100,,,1,,2,,Biarritz,,,64122
place_CHAL,,Chalibardon,Bayonne - Chalibardon,43.48861700,-1.45095650,,,1,,2,,Bayonne,,,64102
place_PLAG,,Chambre d'Amour,Anglet - Chambre d'Amour,43.50101400,-1.53832150,,,1,,2,,Anglet,,,64024
place_CHFO,,Champ de Foire,Bayonne - Champ de Foire,43.49000050,-1.48157150,,,1,,2,,Bayonne,,,64102
place_CHANT,,Chantecoeur,Tarnos - Chantecoeur,43.54550700,-1.45482000,,,1,,2,,Tarnos,,,40312
place_CHPL,,Chapelet,Biarritz - Chapelet,43.46584950,-1.54076900,,,1,,2,,Biarritz,,,64122
place_CHAP,,Chapelle,Anglet - Chapelle,43.49777650,-1.53861300,,,1,,2,,Anglet,,,64024
place_CHPB,,Chapelle St-Bernard,Bayonne - Chapelle St-Bernard,43.50730800,-1.48602800,,,1,,2,,Bayonne,,,64102
place_CHAU,,Chasseriau,Biarritz - Chasseriau,43.46220250,-1.55616050,,,1,,2,,Biarritz,,,64122
place_CHSN,,Chassin,Anglet - Chassin,43.48075150,-1.53067700,,,1,,2,,Anglet,,,64024
place_SIMM,,Chevigné,Biarritz - Chevigné,43.46890600,-1.55709200,,,1,,2,,Biarritz,,,64122
place_CHIB,,Chiberta,Anglet - Chiberta,43.52542450,-1.51741300,,,1,,2,,Anglet,,,64024
place_CHIC,,Chic à Chic,Boucau - Chic à Chic,43.53717750,-1.47736150,,,1,,2,,Boucau,,,64140
place_CHIR,,Chiripa,Bidart - Chiripa,43.43538850,-1.59120050,,,1,,2,,Bidart,,,64125
place_CHOI,,Choisy,Anglet - Choisy,43.48781400,-1.51314300,,,1,,2,,Anglet,,,64024
place_CHUT,,Chutiqueta,Bidart - Chutiqueta,43.44900600,-1.57077150,,,1,,2,,Bidart,,,64125
place_CHEA,,Château d'Eau,Bayonne - Château d'Eau,43.48104000,-1.46013250,,,1,,2,,Bayonne,,,64102
place_CVIE,,Château Vieux,Bayonne - Château Vieux,43.49210900,-1.47683400,,,1,,2,,Bayonne,,,64102
place_CHEL,,Chélitz,Biarritz - Chélitz,43.47721200,-1.55184300,,,1,,2,,Biarritz,,,64122
place_CIGA1,,Cigaro,Mouguerre - Cigaro,43.47757600,-1.41871500,,,1,,2,,Mouguerre,,,64407
place_PARM1,,Cimetière Ranquine,Biarritz - Cimetière Ranquine,43.47157800,-1.53734550,,,1,,2,,Biarritz,,,64122
place_CINQ,,Cinq Cantons,Anglet - Cinq Cantons,43.49472400,-1.52844700,,,1,,2,,Anglet,,,64024
place_CITA,,Citadelle,Bayonne - Citadelle,43.50169300,-1.46738750,,,1,,2,,Bayonne,,,64102
place_BOUL1,,Cité de l'Océan,Biarritz - Cité de l'Océan,43.46309900,-1.57065200,,,1,,2,,Biarritz,,,64122
place_CITE,,Cité des Arts,Bayonne - Cité des Arts,43.48017650,-1.48915600,,,1,,2,,Bayonne,,,64102
place_CITS,,Cité Scolaire,Biarritz - Cité Scolaire,43.48540100,-1.54598150,,,1,,2,,Biarritz,,,64122
place_CLAI,,Clair de Lune,Tarnos - Clair de Lune,43.53737400,-1.46093100,,,1,,2,,Tarnos,,,40312
place_CLAG,,Clinique Aguilera,Biarritz - Clinique Aguilera,43.48555200,-1.53972800,,,1,,2,,Biarritz,,,64122
place_CLMA,,Clos St-Martin,Biarritz - Clos St-Martin,43.47606800,-1.55243600,,,1,,2,,Biarritz,,,64122
place_MICH,,Clos St-Michel,Biarritz - Clos St-Michel,43.47130450,-1.55536350,,,1,,2,,Biarritz,,,64122
place_OSTE1,,Codry,Bayonne - Codry,43.50878600,-1.46455900,,,1,,2,,Bayonne,,,64102
place_CDSU,,Coeur de Sutar,Anglet - Coeur de Sutar,43.45810700,-1.50269500,,,1,,2,,Anglet,,,64024
place_COLI,,Colisée,Biarritz - Colisée,43.48611300,-1.55164600,,,1,,2,,Biarritz,,,64122
place_ATUR1,,Collège Aturri,Saint-Pierre-d'Irube - Collège Aturri,43.47263000,-1.44270800,,,1,,2,,Saint-Pierre-d'Irube,,,64496
place_WALO,,Collège L. Wallon,Tarnos - Collège L. Wallon,43.54532100,-1.48383300,,,1,,2,,Tarnos,,,40312
place_CMPT,,Compagnet,Bayonne - Compagnet,43.46030400,-1.49543200,,,1,,2,,Bayonne,,,64102
place_COMP,,Compagnons,Anglet - Compagnons,43.50281700,-1.51417150,,,1,,2,,Anglet,,,64024
place_COSE,,Conseillé,Tarnos - Conseillé,43.54767650,-1.47285300,,,1,,2,,Tarnos,,,40312
place_CONS,,Conservatoire,Bayonne - Conservatoire,43.48180650,-1.48704750,,,1,,2,,Bayonne,,,64102
place_CONT,,Continental,Biarritz - Continental,43.48426200,-1.55525500,,,1,,2,,Biarritz,,,64122
place_COPE,,Copernic,Biarritz - Copernic,43.49213000,-1.54670850,,,1,,2,,Biarritz,,,64122
place_CORD,,Corderie,Anglet - Corderie,43.50753200,-1.49758000,,,1,,2,,Anglet,,,64024
place_COTO,,Cotonnière,Anglet - Cotonnière,43.47964800,-1.51844950,,,1,,2,,Anglet,,,64024
place_COUR,,Courbois,Anglet - Courbois,43.49344467,-1.51017967,,,1,,2,,Anglet,,,64024
place_CHAM,,Croix des Champs,Biarritz - Croix des Champs,43.47867500,-1.56207900,,,1,,2,,Biarritz,,,64122
place_CUZA,,Cuzacq,Anglet - Cuzacq,43.47604150,-1.49315800,,,1,,2,,Anglet,,,64024
place_COTE,,Côte du Moulin,Bayonne - Côte du Moulin,43.50963200,-1.46804850,,,1,,2,,Bayonne,,,64102
place_DASSA,,Dassault,Anglet - Dassault,43.50024700,-1.49803500,,,1,,2,,Anglet,,,64024
place_DAUP,,Dauphin,Tarnos - Dauphin,43.54075000,-1.47014200,,,1,,2,,Tarnos,,,40312
place_DELV,,Delvaille,Bayonne - Delvaille,43.50833700,-1.48595350,,,1,,2,,Bayonne,,,64102
place_DEYR,,Deyris,Bayonne - Deyris,43.51230050,-1.43897850,,,1,,2,,Bayonne,,,64102
place_HRR-HRRI,,Distitsar,Bassussarry - Distitsar,43.44392150,-1.50149400,,,1,,2,,Bassussarry,,,64100
place_DOCK,,Docks,Biarritz - Docks,43.45946350,-1.54201100,,,1,,2,,Biarritz,,,64122
place_JBAS,,Domaine  Bassilour,Bidart - Domaine  Bassilour,43.43551800,-1.56352300,,,1,,2,,Bidart,,,64125
place_DBAR,,Domaine Baroja,Anglet - Domaine Baroja,43.48474000,-1.51822900,,,1,,2,,Anglet,,,64024
place_JBAS1,,Domaine Bassilour,Bidart - Domaine Bassilour,43.43550100,-1.56368300,,,1,,2,,Bidart,,,64125
place_DONR,,Domremy,Biarritz - Domremy,43.48314400,-1.54386550,,,1,,2,,Biarritz,,,64122
place_DOUA,,Douanes,Anglet - Douanes,43.50154967,-1.52702567,,,1,,2,,Anglet,,,64024
place_DSMA,,Dous Maynadyes,Ondres - Dous Maynadyes,43.57164000,-1.47074450,,,1,,2,,Ondres,,,40209
place_DUMO,,Du Moulin,Ondres - Du Moulin,43.56771450,-1.44839150,,,1,,2,,Ondres,,,40209
place_DUBQ,,Dubrocq,Bayonne - Dubrocq,43.49446000,-1.48523100,,,1,,2,,Bayonne,,,64102
place_DUPR,,Duprat,Boucau - Duprat,43.51619700,-1.48657200,,,1,,2,,Boucau,,,64140
place_DURR,,Durroty,Tarnos - Durroty,43.54188450,-1.45841400,,,1,,2,,Tarnos,,,40312
place_EDF,,E.D.F.,Bayonne - E.D.F.,43.47036150,-1.48821650,,,1,,2,,Bayonne,,,64102
place_ECHM,,Echauguette-Museoak,Bayonne - Echauguette-Museoak,43.49292200,-1.47324100,,,1,,2,,Bayonne,,,64102
place_ECLL,,Eco-lieu Lacoste,Boucau - Eco-lieu Lacoste,43.53243100,-1.46096550,,,1,,2,,Boucau,,,64140
place_ECOL,,Ecole,Bidart - Ecole,43.43608350,-1.59019200,,,1,,2,,Bidart,,,64125
place_MBOU,,Ecole Bourg,Mouguerre - Ecole Bourg,43.46782200,-1.42008800,,,1,,2,,Mouguerre,,,64407
place_MPOR,,Ecole Port,Mouguerre - Ecole Port,43.48220250,-1.44124850,,,1,,2,,Mouguerre,,,64407
place_BIMA,,Eglise,Bidart - Eglise,43.43843450,-1.58888100,,,1,,2,,Bidart,,,64125
place_EGST,,Eglise Saint-André,Bayonne - Eglise Saint-André,43.49064550,-1.47149650,,,1,,2,,Bayonne,,,64102
place_EHPA,,Ehpad,Bayonne - Ehpad,43.50748850,-1.43438900,,,1,,2,,Bayonne,,,64102
place_ELHO,,El Hogar,Anglet - El Hogar,43.48998600,-1.51202850,,,1,,2,,Anglet,,,64024
place_EMBR,,Embruns,Bidart - Embruns,43.43334100,-1.59691500,,,1,,2,,Bidart,,,64125
place_EMM,,Emmaüs,Tarnos - Emmaüs,43.51896000,-1.42293800,,,1,,2,,Tarnos,,,40312
place_ERAB,,Erables,Tarnos - Erables,43.54724400,-1.48923050,,,1,,2,,Tarnos,,,40312
place_DASB,,Eraiki,Saint-Pierre-d'Irube - Eraiki,43.47057750,-1.44662850,,,1,,2,,Saint-Pierre-d'Irube,,,64496
place_ERMI,,Ermite,Anglet - Ermite,43.47530850,-1.51601950,,,1,,2,,Anglet,,,64024
place_ERKT,,Errecartia,Bassussarry - Errecartia,43.44674400,-1.50011900,,,1,,2,,Bassussarry,,,64100
place_ERRE,,Erretegia,Bidart - Erretegia,43.44304300,-1.58534333,,,1,,2,,Bidart,,,64125
place_ESBO,,Esboucq,Boucau - Esboucq,43.51522500,-1.48177800,,,1,,2,,Boucau,,,64140
place_ESCT,,Escoutepluye,Mouguerre - Escoutepluye,43.47090250,-1.43214500,,,1,,2,,Mouguerre,,,64407
place_ESTA,,Estagnas,Biarritz - Estagnas,43.48700100,-1.53884900,,,1,,2,,Biarritz,,,64122
place_ETAP,,Etape,Bidart - Etape,43.44899950,-1.57644300,,,1,,2,,Bidart,,,64125
place_ETCP,,Etchecopar,Anglet - Etchecopar,43.46415000,-1.52575100,,,1,,2,,Anglet,,,64024
place_ETXE,,Etchessahar,Bassussarry - Etchessahar,43.45170400,-1.51846400,,,1,,2,,Bassussarry,,,64100
place_ETDO,,Etienne-Douts,Biarritz - Etienne-Douts,43.48761200,-1.54568100,,,1,,2,,Biarritz,,,64122
place_CAST,,Etxerruti,Saint-Pierre-d'Irube - Etxerruti,43.46388900,-1.43834700,,,1,,2,,Saint-Pierre-d'Irube,,,64496
place_EBAB,,Europe,Biarritz - Europe,43.48088700,-1.54096250,,,1,,2,,Biarritz,,,64122
place_EURM,,Europe-Marne,Biarritz - Europe-Marne,43.48158900,-1.54240600,,,1,,2,,Biarritz,,,64122
place_FAIS,,Faisans,Anglet - Faisans,43.51702700,-1.50362850,,,1,,2,,Anglet,,,64024
place_FAL,,Fal,Biarritz - Fal,43.46221900,-1.55298000,,,1,,2,,Biarritz,,,64122
place_FALA,,Falaises,Anglet - Falaises,43.49612800,-1.53964800,,,1,,2,,Anglet,,,64024
place_FEMM,,Femmes d'un Siècle,Tarnos - Femmes d'un Siècle,43.54460300,-1.46092000,,,1,,2,,Tarnos,,,40312
place_FERD,,Ferdinand H.,Biarritz - Ferdinand H.,43.48725000,-1.54948800,,,1,,2,,Biarritz,,,64122
place_FINE,,Fine,Anglet - Fine,43.50384100,-1.50213400,,,1,,2,,Anglet,,,64024
place_FLOQ,,Floquet,Biarritz - Floquet,43.47813300,-1.55467700,,,1,,2,,Biarritz,,,64122
place_FLOR,,Floride,Bayonne - Floride,43.47898400,-1.47371000,,,1,,2,,Bayonne,,,64102
place_FCH,,Foch,Bayonne - Foch,43.49385700,-1.48193000,,,1,,2,,Bayonne,,,64102
place_FOCH,,Foch,Biarritz - Foch,43.48126300,-1.55915600,,,1,,2,,Biarritz,,,64122
place_FOLL,,Follereau,Bayonne - Follereau,43.48175800,-1.47736250,,,1,,2,,Bayonne,,,64102
place_FONL,,Fontaine Laborde,Anglet - Fontaine Laborde,43.50227500,-1.53333300,,,1,,2,,Anglet,,,64024
place_FRGE,,Forgeot,Anglet - Forgeot,43.47828650,-1.51021550,,,1,,2,,Anglet,,,64024
place_FORG,,Forges,Tarnos - Forges,43.53270200,-1.49281600,,,1,,2,,Tarnos,,,40312
place_FORT,,Fortune,Bayonne - Fortune,43.49382900,-1.44610200,,,1,,2,,Bayonne,,,64102
place_FORU,,Forum,Bayonne - Forum,43.49348300,-1.49492300,,,1,,2,,Bayonne,,,64102
place_FOUR,,Fourquet,Biarritz - Fourquet,43.48122900,-1.54666350,,,1,,2,,Biarritz,,,64122
place_FJAM,,Francis Jammes,Biarritz - Francis Jammes,43.46355450,-1.55192300,,,1,,2,,Biarritz,,,64122
place_FRIA,,Frias-Médiathèque,Biarritz - Frias-Médiathèque,43.48182800,-1.55442650,,,1,,2,,Biarritz,,,64122
place_PETI,,G. Petit,Biarritz - G. Petit,43.47840100,-1.55575300,,,1,,2,,Biarritz,,,64122
place_GALO,,Galois-Montaury,Anglet - Galois-Montaury,43.47980950,-1.50690500,,,1,,2,,Anglet,,,64024
place_GBTZ,,Gambetta,Biarritz - Gambetta,43.48113700,-1.56316800,,,1,,2,,Biarritz,,,64122
place_GARD,,Gardague,Biarritz - Gardague,43.48174600,-1.55629300,,,1,,2,,Biarritz,,,64122
place_GRBY,,Gare de Bayonne,Bayonne - Gare de Bayonne,43.49614200,-1.46988800,,,1,,2,,Bayonne,,,64102
place_GRBY1,,Gare de Bayonne Parvis,Bayonne - Gare de Bayonne Parvis,43.49677900,-1.46992600,,,1,,2,,Bayonne,,,64102
place_NEGR,,Gare de Biarritz,Biarritz - Gare de Biarritz,43.45968450,-1.54574850,,,1,,2,,Biarritz,,,64122
place_GBMO,,Gare de Biarritz - Mariano,Biarritz - Gare de Biarritz - Mariano,43.45864800,-1.54661300,,,1,,1,,Biarritz,,,64122
