stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,city_name,direction_id,ext_oldid,ext_zenbus_id
CAER02,,Errobi Ikastola,Errobi Ikastola - Cambo-les-Bains,43.36039300,-1.40573700,,,0,place_CAER,0,Cambo-les-Bains,1,793150001,CAER02
ESPL01,,Espes Place,Espes Place - Espès-Undurein,43.26794800,-0.87953600,,,0,place_ESPL,0,Espès-Undurein,0,16737_1,ESPL01
ESPL02,,Espes Place,Espes Place - Espès-Undurein,43.26760000,-0.88000000,,,0,place_ESPL,0,Espès-Undurein,1,16737_2,ESPL02
SOAL01,,Etxetoa,Souraïde - Etxetoa,43.33806797,-1.46919201,,,0,place_SOAL,0,Souraïde,1,,SOAL01
HAEY01,,Eyhertzea,Eyhertzea - Hasparren,43.38957400,-1.30270000,,,0,place_HAEY,0,Hasparren,0,27616_1,HAEY01
HAEY02,,Eyhertzea,Eyhertzea - Hasparren,43.38989500,-1.30380300,,,0,place_HAEY,0,Hasparren,1,27616_2,HAEY02
CAFA01,,Fagalde,Fagalde - Cambo-les-Bains,43.35456000,-1.40327700,,,0,place_CAFA,0,Cambo-les-Bains,0,779450046,CAFA01
CAFA02,,Fagalde,Fagalde - Cambo-les-Bains,43.35449900,-1.40337500,,,0,place_CAFA,0,Cambo-les-Bains,1,789250001,CAFA02
SAFO03,,Fronton,Fronton - Saint-Étienne-de-Baïgorry,43.17910000,-1.34050000,,,0,place_SAFO,0,Saint-Étienne-de-Baïgorry,,17241_1,SAFO03
TRFR01,,Fronton,Fronton - Trois-Villes,43.13039900,-0.87624200,,,0,place_TRFR,0,Trois-Villes,0,16894_1,TRFR01
TRFR02,,Fronton,Fronton - Trois-Villes,43.13054700,-0.87643100,,,0,place_TRFR,0,Trois-Villes,1,16894_2,TRFR02
AIAIN1,,Fronton ~ Pilota Plaza,Ainhoa - Fronton ~ Pilota Plaza,43.30713275,-1.49896999,,,0,place_AIAIN,0,Ainhoa,0,,AIAIN1
AIAIN2,,Fronton ~ Pilota Plaza,Ainhoa - Fronton ~ Pilota Plaza,43.30714836,-1.49887611,,,0,place_AIAIN,0,Ainhoa,1,,AIAIN2
SAGK01,,Gaineko Karrika,Gaineko Karrika - Saint-Étienne-de-Baïgorry,43.17488752,-1.34545463,,,0,place_SAGK,0,Saint-Étienne-de-Baïgorry,,17273677,SAGK01
SAGL01,,Galanaene,Galanaene - Saint-Jean-Pied-de-Port,43.16620000,-1.23350000,,,0,place_SAGL,0,Saint-Jean-Pied-de-Port,0,29868_1,SAGL01
SAGL02,,Galanaene,Galanaene - Saint-Jean-Pied-de-Port,43.16590000,-1.23380000,,,0,place_SAGL,0,Saint-Jean-Pied-de-Port,1,29868_2,SAGL02
ASGA01,,Garataine,Garataine - Ascarat,43.16786400,-1.25230700,,,0,place_ASGA,0,Ascarat,,26517_1,ASGA01
MOGA01,,Garatia,Garatia - Mouguerre,43.46216300,-1.40130800,,,0,place_MOGA,0,Mouguerre,0,27624_1,MOGA01
MOGA02,,Garatia,Garatia - Mouguerre,43.46210500,-1.40094900,,,0,place_MOGA,0,Mouguerre,1,27624_2,MOGA02
MAGA01,,Gare,Gare - Mauléon-Licharre,43.22532800,-0.88871200,,,0,place_MAGA,0,Mauléon-Licharre,,18111_1,MAGA01
SAGD02,,Gare d’Arrossa,Gare d’Arrossa - Saint-Martin-d'Arrossa,43.23453800,-1.30512950,,,0,place_SAGD,0,Saint-Martin-d'Arrossa,,64490GAMA01,SAGD02
CAGR01,,Gare Routière,Gare Routière - Cambo-les-Bains,43.36010700,-1.40819500,,,0,place_CAGR,0,Cambo-les-Bains,,30012_1,CAGR01
CAGR03,,Gare Routière,Cambo-les-Bains - Gare Routière,43.36024800,-1.40811800,,,0,place_CAGR,0,Cambo-les-Bains,,,CAGR03
USGA01,,Gare routière,Gare routière - Ustaritz,43.38969000,-1.45220800,,,0,place_USGA,0,Ustaritz,,10340,USGA01
CAGS01,,Gare SNCF,Gare SNCF - Cambo-les-Bains,43.36512915,-1.39697197,,,0,place_CAGS,0,Cambo-les-Bains,,27524_1,CAGS01
SAGS01,,Gare SNCF,Gare SNCF - Saint-Jean-Pied-de-Port,43.16760000,-1.23750000,,,0,place_SAGS,0,Saint-Jean-Pied-de-Port,,27788_1,SAGS01
GARI01,,Garinde,Garinde - Bayonne,43.48358130,-1.45334195,,,0,place_GARI,0,Bayonne,1,10134,GARI01
GARI02,,Garinde,Garinde - Bayonne,43.48359310,-1.45351943,,,0,place_GARI,0,Bayonne,0,10307,GARI02
MEGE01,,Gerezieta,Gerezieta - Mendionde,43.34824280,-1.27287680,,,0,place_MEGE,0,Mendionde,0,10303,MEGE01
MEGE02,,Gerezieta,Gerezieta - Mendionde,43.34808770,-1.27284650,,,0,place_MEGE,0,Mendionde,1,10302,MEGE02
GOPL01,,Gotein Place,Gotein Place - Gotein-Libarrenx,43.19030000,-0.90333800,,,0,place_GOPL,0,Gotein-Libarrenx,0,18317_1,GOPL01
GOPL02,,Gotein Place,Gotein Place - Gotein-Libarrenx,43.19020000,-0.90347600,,,0,place_GOPL,0,Gotein-Libarrenx,1,18317_2,GOPL02
CLGR01,,Grancher,Grancher - Cambo-les-Bains,43.35596800,-1.39950100,,,0,place_CLGR,0,Cambo-les-Bains,0,526700001,CLGR01
CLGR02,,Grancher,Grancher - Cambo-les-Bains,43.35604000,-1.39952200,,,0,place_CLGR,0,Cambo-les-Bains,1,537610001,CLGR02
SAGRO0,,Grottes de Sare ~ Sarako Lezeak,Sare - Grottes de Sare ~ Sarako Lezeak,43.26821400,-1.57158700,,,0,place_SAGRO,0,Sare,,,SAGRO0
SJHAL3,,Halte Routière ~ Autobus Geltokia,Saint-Jean-de-Luz - Halte Routière ~ Autobus Geltokia,43.38623000,-1.66021800,,,0,place_SJHAL,0,Saint-Jean-de-Luz,,,SJHAL3
CAHA01,,Haurtzain,Haurtzain - Cambo-les-Bains,43.36288800,-1.39068300,,,0,place_CAHA,0,Cambo-les-Bains,0,796830001,CAHA01
CAHA02,,Haurtzain,Haurtzain - Cambo-les-Bains,43.36299100,-1.39053200,,,0,place_CAHA,0,Cambo-les-Bains,1,775760001,CAHA02
ESHA01,,Haïtzaga,Espelette - Haïtzaga,43.34405415,-1.43783531,,,0,place_ESHA,0,Espelette,0,26092_2,ESHA01
ESHA02,,Haïtzaga,Espelette - Haïtzaga,43.34409707,-1.43794991,,,0,place_ESHA,0,Espelette,1,26092_1,ESHA02
SPHE01,,Helbarrun,Saint-Pée-sur-Nivelle - Helbarrun,43.36098520,-1.60945227,,,0,place_SPHE,0,Saint-Pée-sur-Nivelle,0,,SPHE01
SPHE02,,Helbarrun,Saint-Pée-sur-Nivelle - Helbarrun,43.36112365,-1.61000749,,,0,place_SPHE,0,Saint-Pée-sur-Nivelle,1,,SPHE02
USHE01,,Herauritz,Herauritz - Ustaritz,43.41499900,-1.46995000,,,0,place_USHE,0,Ustaritz,0,17988_1,USHE01
USHE02,,Herauritz,Herauritz - Ustaritz,43.41511900,-1.47016800,,,0,place_USHE,0,Ustaritz,1,17988_2,USHE02
SAHO01,,Hôpital,Hôpital - Saint-Palais,43.32587000,-1.02606400,,,0,place_SAHO,0,Saint-Palais,0,30023_1,SAHO01
SAHO02,,Hôpital,Hôpital - Saint-Palais,43.32580900,-1.02612700,,,0,place_SAHO,0,Saint-Palais,1,30023_2,SAHO02
SPIB01,,Ibarrun,Saint-Pée-sur-Nivelle - Ibarrun,43.35599689,-1.56893872,,,0,place_SPIB,0,Saint-Pée-sur-Nivelle,0,,SPIB01
SPIB02,,Ibarrun,Saint-Pée-sur-Nivelle - Ibarrun,43.35616266,-1.56900309,,,0,place_SPIB,0,Saint-Pée-sur-Nivelle,1,,SPIB02
CAIG01,,Iguzkian,Iguzkian - Cambo-les-Bains,43.36558100,-1.40927300,,,0,place_CAIG,0,Cambo-les-Bains,,546330002,CAIG01
SPITH1,,Ithurraldea,Saint-Pée-sur-Nivelle - Ithurraldea,43.34689363,-1.54503954,,,0,place_SPITH,0,Saint-Pée-sur-Nivelle,0,,SPITH1
SPITH2,,Ithurraldea,Saint-Pée-sur-Nivelle - Ithurraldea,43.34677951,-1.54386743,,,0,place_SPITH,0,Saint-Pée-sur-Nivelle,1,,SPITH2
ITIT01,,Itsasuko Herriko Etxea,Itsasuko Herriko Etxea - Itxassou,43.33416700,-1.40685700,,,0,place_ITIT,0,Itxassou,0,775610036,ITIT01
ITIT02,,Itsasuko Herriko Etxea,Itsasuko Herriko Etxea - Itxassou,43.33419700,-1.40692900,,,0,place_ITIT,0,Itxassou,1,777500035,ITIT02
CAJA01,,Jardin Public,Jardin Public - Cambo-les-Bains,43.36822100,-1.40007400,,,0,place_CAJA,0,Cambo-les-Bains,0,740770001,CAJA01
CAJA02,,Jardin Public,Jardin Public - Cambo-les-Bains,43.36814800,-1.40002000,,,0,place_CAJA,0,Cambo-les-Bains,1,779530039,CAJA02
OSJE01,,Jeantinea,Jeantinea - Ostabat-Asme,43.24989200,-1.06491900,,,0,place_OSJE,0,Ostabat-Asme,0,26445_2,OSJE01
OSJE02,,Jeantinea,Jeantinea - Ostabat-Asme,43.25006200,-1.06492200,,,0,place_OSJE,0,Ostabat-Asme,1,26445_1,OSJE02
CAJU01,,Juantxuto,Juantxuto - Cambo-les-Bains,43.35746700,-1.40200800,,,0,place_CAJU,0,Cambo-les-Bains,0,768160001,CAJU01
CAJU02,,Juantxuto,Juantxuto - Cambo-les-Bains,43.35751300,-1.40200600,,,0,place_CAJU,0,Cambo-les-Bains,1,791150007,CAJU02
CAKA01,,Kamboko Herriko Etxea,Kamboko Herriko Etxea - Cambo-les-Bains,43.36092300,-1.39922200,,,0,place_CAKA,0,Cambo-les-Bains,,559540002,CAKA01
ESPAT1,,Kaminoko Patarra,Espelette - Kaminoko Patarra,43.33954000,-1.44468000,,,0,place_ESPAT,0,Espelette,,30021_2,ESPAT1
ESPAT2,,Kaminoko Patarra,Espelette - Kaminoko Patarra,43.34009400,-1.44356800,,,0,place_ESPAT,0,Espelette,,30021_1,ESPAT2
SPCOL3,,Kapotenia,Saint-Pée-sur-Nivelle - Kapotenia,43.34090900,-1.52313600,,,0,place_SPCOL,0,Saint-Pée-sur-Nivelle,,,SPCOL3
URKEX0,,Kexiloa,Urrugne - Kexiloa,43.37762000,-1.67315000,,,0,place_URKEX,0,Urrugne,0,,URKEX0
ETCR01,,La Croix,La Croix - Etcharry,43.32003200,-0.92396000,,,0,place_ETCR,0,Etcharry,0,28491_1,ETCR01
ETCR02,,La Croix,La Croix - Etcharry,43.31988900,-0.92391500,,,0,place_ETCR,0,Etcharry,1,28491_2,ETCR02
USGU01,,La Guadeloupe,La Guadeloupe - Ustaritz,43.40333900,-1.46013900,,,0,place_USGU,0,Ustaritz,,27544_1,USGU01
USGU02,,La Guadeloupe,La Guadeloupe - Ustaritz,43.40338100,-1.46033200,,,0,place_USGU,0,Ustaritz,1,27544_2,USGU02
LNTQ01,,La Nautique,La Nautique - Bayonne,43.48899700,-1.46629400,,,0,place_LNTQ,0,Bayonne,1,29739_2,LNTQ01
LNTQ02,,La Nautique,La Nautique - Bayonne,43.48931400,-1.46650600,,,0,place_LNTQ,0,Bayonne,0,29739_1,LNTQ02
HALA01,,Labiry,Labiry - Hasparren,43.38301090,-1.32716360,,,0,place_HALA,0,Hasparren,,10161,HALA01
ASLA01,,Lanazia Larre Lore,Ascain - Lanazia Larre Lore,43.35702378,-1.63180942,,,0,place_ASLA,0,Ascain,,,ASLA01
ASLA02,,Lanazia Larre Lore,Ascain - Lanazia Larre Lore,43.35632742,-1.63136694,,,0,place_ASLA,0,Ascain,1,,ASLA02
CALA01,,Landouzy,Landouzy - Cambo-les-Bains,43.35607500,-1.39779400,,,0,place_CALA,0,Cambo-les-Bains,0,768140001,CALA01
CALA02,,Landouzy,Landouzy - Cambo-les-Bains,43.35612400,-1.39778900,,,0,place_CALA,0,Cambo-les-Bains,1,781300001,CALA02
AYLA01,,Lauak,Lauak - Ayherre,43.38938710,-1.27182320,,,0,place_AYLA,0,Ayherre,0,10158,AYLA01
AYLA02,,Lauak,Lauak - Ayherre,43.38949630,-1.27146650,,,0,place_AYLA,0,Ayherre,1,10159,AYLA02
MELA01,,Laxagueborde Berho,Laxagueborde Berho - Menditte,43.16557500,-0.89285400,,,0,place_MELA,0,Menditte,0,16480_1,MELA01
MELA02,,Laxagueborde Berho,Laxagueborde Berho - Menditte,43.16528800,-0.89284900,,,0,place_MELA,0,Menditte,1,16480_2,MELA02
BIBA01,,Le Battan,Le Battan - Bidache,43.46356100,-1.14431400,,,0,place_BIBA,0,Bidache,0,26346_1,BIBA01
BIBA02,,Le Battan,Le Battan - Bidache,43.46398000,-1.14447900,,,0,place_BIBA,0,Bidache,1,26346_2,BIBA02
URLE01,,Les Coteaux,Les Coteaux - Urt,43.48874600,-1.28972500,,,0,place_URLE,0,Urt,,28264_1,URLE01
BRLE01,,Les Salines,Les Salines - Briscous,43.45837200,-1.35912900,,,0,place_BRLE,0,Briscous,0,17810_1,BRLE01
BRLE02,,Les Salines,Les Salines - Briscous,43.45829800,-1.35913400,,,0,place_BRLE,0,Briscous,1,17810_2,BRLE02
SLIN01,,Les Salines,Les Salines - Bayonne,43.48422510,-1.44812926,,,0,place_SLIN,0,Bayonne,1,10136,SLIN01
SLIN02,,Les Salines,Les Salines - Bayonne,43.48426430,-1.44872869,,,0,place_SLIN,0,Bayonne,0,10309,SLIN02
CATE01,,Les Terrasses,Les Terrasses - Cambo-les-Bains,43.35728800,-1.39540600,,,0,place_CATE,0,Cambo-les-Bains,,775680002,CATE01
CATE02,,Les Terrasses,Les Terrasses - Cambo-les-Bains,43.35765800,-1.39616800,,,0,place_CATE,0,Cambo-les-Bains,1,766250029,CATE02
CATE03,,Les Terrasses,Les Terrasses - Cambo-les-Bains,43.35720400,-1.39567300,,,0,place_CATE,0,Cambo-les-Bains,0,775740001,CATE03
GOBO01,,Libarrenx Bourg,Libarrenx Bourg - Gotein-Libarrenx,43.19947900,-0.90255000,,,0,place_GOBO,0,Gotein-Libarrenx,0,19366_1,GOBO01
GOBO02,,Libarrenx Bourg,Libarrenx Bourg - Gotein-Libarrenx,43.19985500,-0.90254500,,,0,place_GOBO,0,Gotein-Libarrenx,1,19366_2,GOBO02
SPEST1,,Lot. Estekorena,Saint-Pée-sur-Nivelle - Lot. Estekorena,43.34093780,-1.54939875,,,0,place_SPEST,0,Saint-Pée-sur-Nivelle,0,,SPEST1
SPEST2,,Lot. Estekorena,Saint-Pée-sur-Nivelle - Lot. Estekorena,43.34086368,-1.54917880,,,0,place_SPEST,0,Saint-Pée-sur-Nivelle,1,,SPEST2
BRLO01,,Lot. Imistola,Lot. Imistola - Briscous,43.45891500,-1.35414200,,,0,place_BRLO,0,Briscous,0,18821_1,BRLO01
BRLO02,,Lot. Imistola,Lot. Imistola - Briscous,43.45887400,-1.35367100,,,0,place_BRLO,0,Briscous,1,18821_2,BRLO02
CALS01,,Lot. Souberbielle,Lot. Souberbielle - Cambo-les-Bains,43.36375600,-1.40542200,,,0,place_CALS,0,Cambo-les-Bains,0,27531_1,CALS01
CALS02,,Lot. Souberbielle,Lot. Souberbielle - Cambo-les-Bains,43.36343650,-1.40777009,,,0,place_CALS,0,Cambo-les-Bains,1,27531_2,CALS02
CALS03,,Lot. Souberbielle,Souberbielle - Cambo-les-Bains,43.36350600,-1.40768800,,,0,place_CALS,0,Cambo-les-Bains,0,793160001,CALS03
CALO01,,Lotissement Arriéta,Lot. Arriéta - Cambo-les-Bains,43.36132600,-1.38354500,,,0,place_CALO,0,Cambo-les-Bains,,27527_1,CALO01
SALUR3,,Lur Berri,Lur Berri - Sare,43.31219800,-1.58237800,,,0,place_SALUR,0,Sare,,453,SALUR3
ASLU01,,Lur Eder,Ascain - Lur Eder,43.35210500,-1.62779500,,,0,place_ASLU,0,Ascain,,116,ASLU01
ASLU02,,Lur Eder,Ascain - Lur Eder,43.35219862,-1.62782719,,,0,place_ASLU,0,Ascain,1,,ASLU02
LUVI01,,Luxe Village,Luxe Village - Luxe-Sumberraute,43.36316400,-1.07113900,,,0,place_LUVI,0,Luxe-Sumberraute,0,27632_1,LUVI01
LUVI02,,Luxe Village,Luxe Village - Luxe-Sumberraute,43.36365600,-1.07211700,,,0,place_LUVI,0,Luxe-Sumberraute,1,27632_2,LUVI02
LYCE01,,Lycée,Lycée - Bayonne,43.48099800,-1.48280200,,,0,place_LYCE,0,Bayonne,1,17997_2,LYCE01
LYCE02,,Lycée,Lycée - Bayonne,43.48079000,-1.48267900,,,0,place_LYCE,0,Bayonne,0,17997_1,LYCE02
CILYC1,,Lycée Maritime ~ Itsas Lizeoa,Ciboure - Lycée Maritime ~ Itsas Lizeoa,43.38337400,-1.68997800,,,0,place_CILYC,0,Ciboure,0,,CILYC1
BOMA01,,Mairie,Mairie - Bonloc,43.36785450,-1.26807470,,,0,place_BOMA,0,Bonloc,,10160,BOMA01
ISMA01,,Mairie,Mairie - Isturits,43.36570200,-1.20453290,,,0,place_ISMA,0,Isturits,0,10300,ISMA01
ISMA02,,Mairie,Mairie - Isturits,43.36567670,-1.20457890,,,0,place_ISMA,0,Isturits,1,10301,ISMA02
LAMA01,,Mairie,Mairie - Lacarre,43.19007000,-1.16610100,,,0,place_LAMA,0,Lacarre,0,16945_1,LAMA01
LAMA02,,Mairie,Mairie - Lacarre,43.18984600,-1.16649400,,,0,place_LAMA,0,Lacarre,1,16945_2,LAMA02
SAMA01,,Mairie,Mairie - Saint-Esteben,43.33981520,-1.21025580,,,0,place_SAMA,0,Saint-Esteben,,10304,SAMA01
SAMI01,,Mairie,Mairie - Saint-Martin-d'Arberoue,43.34424670,-1.19651890,,,0,place_SAMI,0,Saint-Martin-d'Arberoue,0,10306,SAMI01
SAMI02,,Mairie,Mairie - Saint-Martin-d'Arberoue,43.34415450,-1.19663820,,,0,place_SAMI,0,Saint-Martin-d'Arberoue,1,10305,SAMI02
SJMA01,,Mairie,Mairie - Saint-Jean-Pied-de-Port,43.16309455,-1.23771494,,,0,place_SJMA,0,Saint-Jean-Pied-de-Port,0,18110592,SJMA01
SJMA02,,Mairie,Mairie - Saint-Jean-Pied-de-Port,43.16307241,-1.23787804,,,0,place_SJMA,0,Saint-Jean-Pied-de-Port,1,18110589,SJMA02
TAMI01,,Mairie,Mairie - Tardets-Sorholus,43.11772400,-0.86434600,,,0,place_TAMI,0,Tardets-Sorholus,0,17875_1,TAMI01
TAMI02,,Mairie,Mairie - Tardets-Sorholus,43.11733000,-0.86418000,,,0,place_TAMI,0,Tardets-Sorholus,1,17875_2,TAMI02
UHMA01,,Mairie,Mairie - Uhart-Mixe,43.27869600,-1.02154200,,,0,place_UHMA,0,Uhart-Mixe,0,27815_1,UHMA01
UHMA02,,Mairie,Mairie - Uhart-Mixe,43.27900400,-1.02173300,,,0,place_UHMA,0,Uhart-Mixe,1,27815_2,UHMA02
CAMR01,,Marienia,Marienia - Cambo-les-Bains,43.34988700,-1.39897700,,,0,place_CAMR,0,Cambo-les-Bains,0,771440002,CAMR01
CAMR02,,Marienia,Marienia - Cambo-les-Bains,43.34989900,-1.39904400,,,0,place_CAMR,0,Cambo-les-Bains,1,785110003,CAMR02
MRRC01,,Marracq / Largenté,Marracq / Largenté - Bayonne,43.47666000,-1.48402700,,,0,place_MRRC,0,Bayonne,1,26004_2,MRRC01
MRRC02,,Marracq / Largenté,Marracq / Largenté - Bayonne,43.47660600,-1.48396400,,,0,place_MRRC,0,Bayonne,0,26004_1,MRRC02
CLMR01,,Marronniers,Marronniers - Cambo-les-Bains,43.36217100,-1.40411900,,,0,place_CLMR,0,Cambo-les-Bains,0,789170094,CLMR01
CLMR02,,Marronniers,Marronniers - Cambo-les-Bains,43.36209800,-1.40321000,,,0,place_CLMR,0,Cambo-les-Bains,1,781290001,CLMR02
HAMN01,,Mendeala,Mendeala - Hasparren,43.38396600,-1.31318200,,,0,place_HAMN,0,Hasparren,0,29872_2,HAMN01
HAMN02,,Mendeala,Mendeala - Hasparren,43.38365100,-1.31289400,,,0,place_HAMN,0,Hasparren,,29872_1,HAMN02
ESME01,,Mendi Alde Bourg,Espelette - Mendi Alde Bourg,43.33835048,-1.44727274,,,0,place_ESME,0,Espelette,,30022_1,ESME01
ESME02,,Mendi Alde Bourg,Espelette - Mendi Alde Bourg,43.33843952,-1.44727261,,,0,place_ESME,0,Espelette,1,,ESME02
MOME01,,Mendilaskor,Mendilaskor - Mouguerre,43.46274700,-1.40691900,,,0,place_MOME,0,Mouguerre,0,27244_1,MOME01
MOME02,,Mendilaskor,Mendilaskor - Mouguerre,43.46231100,-1.40604500,,,0,place_MOME,0,Mouguerre,1,27244_2,MOME02
NPLN01,,Napoléon,Napoléon - Bayonne,43.48695480,-1.46279414,,,0,place_NPLN,0,Bayonne,1,10308,NPLN01
NPLN02,,Napoléon,Napoléon - Bayonne,43.48700500,-1.46269861,,,0,place_NPLN,0,Bayonne,0,10135,NPLN02
BAOL02,,Olhaberri,Olhaberri - Banca,43.12640060,-1.37472310,,,0,place_BAOL,0,Banca,,64092OLHA01,BAOL02
ITOD01,,Ordokia,Ordokia - Itxassou,43.33739400,-1.40342100,,,0,place_ITOD,0,Itxassou,0,793140001,ITOD01
ITOD03,,Ordokia,Ordokia - Itxassou,43.33740200,-1.40349600,,,0,place_ITOD,0,Itxassou,1,775700023,ITOD03
BEOY01,,Oyantoa,Oyantoa - Béhasque-Lapiste,43.31326300,-1.01130400,,,0,place_BEOY,0,Béhasque-Lapiste,0,27818_1,BEOY01
BEOY02,,Oyantoa,Oyantoa - Béhasque-Lapiste,43.31303500,-1.01111500,,,0,place_BEOY,0,Béhasque-Lapiste,1,27818_2,BEOY02
BRPA01,,Pagoeta,Pagoeta - Briscous,43.45065400,-1.33445700,,,0,place_BRPA,0,Briscous,0,18071_1,BRPA01
BRPA02,,Pagoeta,Pagoeta - Briscous,43.44817500,-1.33519100,,,0,place_BRPA,0,Briscous,1,18071_2,BRPA02
LAPA01,,Parc d'activités,Parc d'activités - Lahonce,43.48987600,-1.42689100,,,0,place_LAPA,0,Lahonce,0,10628,LAPA01
LAPA02,,Parc d'activités,Parc d'activités - Lahonce,43.48983000,-1.42648200,,,0,place_LAPA,0,Lahonce,1,10401,LAPA02
SAPA01,,Parking piscine Municipale,Parking piscine Municipale  - Saint-Étienne-de-Baïgorry,43.18329428,-1.33414232,,,0,place_SAPA,0,Saint-Étienne-de-Baïgorry,,16869454,SAPA01
CAPA01,,Paxkaleku,Paxkaleku - Cambo-les-Bains,43.36022100,-1.38526900,,,0,place_CAPA,0,Cambo-les-Bains,,548730037,CAPA01
ALPI02,,Pierre Oteiza,Pierre Oteiza - Aldudes,43.08949750,-1.42444950,,,0,place_ALPI,0,Aldudes,,64016MANE01,ALPI02
ITPI01,,Pilota plaza,Pilota plaza - Itxassou,43.33350300,-1.41291400,,,0,place_ITPI,0,Itxassou,,557610002,ITPI01
BAPI02,,Pisciculture,Pisciculture - Banca,43.12272868,-1.39786873,,,0,place_BAPI,0,Banca,,16873697,BAPI02
CAPI01,,Piscine,Piscine - Cambo-les-Bains,43.35844400,-1.40787100,,,0,place_CAPI,0,Cambo-les-Bains,0,783510001,CAPI01
CAPI02,,Piscine,Piscine - Cambo-les-Bains,43.35844400,-1.40775800,,,0,place_CAPI,0,Cambo-les-Bains,1,775750001,CAPI02
BAPL01,,Place,Place - Bardos,43.47586300,-1.20310700,,,0,place_BAPL,0,Bardos,0,17805_1,BAPL01
BAPL02,,Place,Place - Bardos,43.47594700,-1.20281400,,,0,place_BAPL,0,Bardos,1,17805_2,BAPL02
SAPL01,,Place,Place - Saint-Jean-le-Vieux,43.16547800,-1.19413000,,,0,place_SAPL,0,Saint-Jean-le-Vieux,,19182_1,SAPL01
BASQ04,,Place des Basques,Place des Basques - Bayonne,43.49367800,-1.47902700,,,0,place_BASQ,0,Bayonne,,17381_1,BASQ04
BIPL01,,Place du Fronton,Place du Fronton - Bidache,43.48375900,-1.14128800,,,0,place_BIPL,0,Bidache,,29737_2,BIPL01
URPL02,,Place d’Urepel,Place d’Urepel - Urepel,43.07047120,-1.41680120,,,0,place_URPL,0,Urepel,,64543UREP01,URPL02
HAHA03,,Place Harana,Hasparren - Place Harana,43.38475400,-1.30365400,,,0,place_HAHA,0,Hasparren,,27615_1,HAHA03
CAPL01,,Place Sorhaïnde,Place Sorhaïnde - Cambo-les-Bains,43.36110400,-1.40118639,,,0,place_CAPS,0,Cambo-les-Bains,,26163_1,CAPL01
CAPL02,,Place Sorhaïnde,,43.36128161,-1.40123532,,,0,place_CAPS,0,Cambo-les-Bains,,,CAPL02
ASPLA1,,Place ~ Plaza,Ascain - Place ~ Plaza,43.34505500,-1.62102700,,,0,place_ASPLA,0,Ascain,0,,ASPLA1
ASPLA2,,Place ~ Plaza,Ascain - Place ~ Plaza,43.34458800,-1.62058800,,,0,place_ASPLA,0,Ascain,1,,ASPLA2
URPE01,,Place/Ecole Saint James,Place/Ecole Saint James - Urt,43.49402000,-1.29133500,,,0,place_URPE,0,Urt,,17996_2,URPE01
SPAMO1,,Pont d'Amotz ~ Amotzeko Zubia,Saint-Pée-sur-Nivelle - Pont d'Amotz ~ Amotzeko Zubia,43.32922732,-1.54481974,,,0,place_SPAMO,0,Saint-Pée-sur-Nivelle,0,,SPAMO1
SPAMO2,,Pont d'Amotz ~ Amotzeko Zubia,Saint-Pée-sur-Nivelle - Pont d'Amotz ~ Amotzeko Zubia,43.32916878,-1.54469904,,,0,place_SPAMO,0,Saint-Pée-sur-Nivelle,1,,SPAMO2
SAPO02,,Pont D'Arrossa,Pont D'Arrossa - Saint-Martin-d'Arrossa,43.22976130,-1.30224740,,,0,place_SAPO,0,Saint-Martin-d'Arrossa,,64490PTAR01,SAPO02
SPPO01,,Pont de Zumabia ~ Zumabiako zubia,Saint-Pée-sur-Nivelle - Pont de Zumabia ~ Zumabiako zubia,43.36478665,-1.59054645,,,0,place_SPPO,0,Saint-Pée-sur-Nivelle,0,,SPPO01
SPPO02,,Pont de Zumabia ~ Zumabiako zubia,Saint-Pée-sur-Nivelle - Pont de Zumabia ~ Zumabiako zubia,43.36492510,-1.59061350,,,0,place_SPPO,0,Saint-Pée-sur-Nivelle,1,,SPPO02
CAPD01,,Pont des Thermes,Pont des Thermes - Cambo-les-Bains,43.35575380,-1.39089720,,,0,place_CAPD,0,Cambo-les-Bains,,27528_2;CAPO01,CAPD01
CAPD02,,Pont des Thermes,Pont des Thermes - Cambo-les-Bains,43.35558599,-1.39086484,,,0,place_CAPD,0,Cambo-les-Bains,1,27528_1,CAPD02
GUPO01,,Port,Port - Guiche,43.52183010,-1.19651760,,,0,place_GUPO,0,Guiche,,10311,GUPO01
URPO01,,Port,Port - Urt,43.49876300,-1.29832400,,,0,place_URPO,0,Urt,,CD64-10762,URPO01
CAPR01,,Portail Arnaga,Portail Arnaga - Cambo-les-Bains,43.36696800,-1.41586500,,,0,place_CAPR,0,Cambo-les-Bains,0,27535_1,CAPR01
CAPR02,,Portail Arnaga,Portail Arnaga - Cambo-les-Bains,43.36677000,-1.41597700,,,0,place_CAPR,0,Cambo-les-Bains,,27535_2,CAPR02
SAPOR1,,Portua,Portua - Sare,43.30902500,-1.57262300,,,0,place_SAPOR,0,Sare,,454,SAPOR1
SAPOR2,,Portua,Sare - Portua,43.30992500,-1.57230000,,,0,place_SAPOR,0,Sare,0,,SAPOR2
MAPO01,,Potroénéa,Potroénéa - Masparraute,43.37968100,-1.08706600,,,0,place_MAPO,0,Masparraute,0,27636_1,MAPO01
