shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
N350039,43.36650467,-1.75673103,120004,5.066000
N350039,43.36634827,-1.75673497,120005,5.083000
N350039,43.36628723,-1.75672996,120006,5.090000
N350039,43.36621094,-1.75676298,120007,5.099000
N350039,43.36617279,-1.75678003,120008,5.104000
N350039,43.36610794,-1.75681996,120009,5.111000
N350039,43.36604691,-1.75686705,120010,5.119000
N350039,43.36602020,-1.75691295,120011,5.124000
N350039,43.36599350,-1.75695395,120012,5.128000
N350039,43.36594391,-1.75706804,120013,5.139000
N350039,43.36597824,-1.75711095,120014,5.145000
N350039,43.36600876,-1.75717902,120015,5.151000
N350039,43.36600876,-1.75726402,120016,5.158000
N350039,43.36599731,-1.75728703,120017,5.160000
N350039,43.36597824,-1.75732696,120018,5.164000
N350039,43.36593246,-1.75736499,120019,5.170000
N350039,43.36587524,-1.75737798,120020,5.177000
N350039,43.36581039,-1.75734997,120021,5.184000
N350039,43.36579514,-1.75732398,120022,5.187000
N350039,43.36568451,-1.75742495,120023,5.202000
N350039,43.36561966,-1.75750399,120024,5.211000
N350039,43.36548996,-1.75778198,120025,5.238000
N350039,43.36544037,-1.75793195,120026,5.251000
N350039,43.36539459,-1.75811601,120027,5.267000
N350039,43.36534500,-1.75838494,120028,5.290000
N350039,43.36532593,-1.75858498,120029,5.306000
N350039,43.36528778,-1.75943899,120030,5.375000
N350039,43.36526108,-1.75976396,120031,5.402000
N350039,43.36520767,-1.75998795,120032,5.421000
N350039,43.36513901,-1.76015198,120033,5.436000
N350039,43.36510468,-1.76023495,120034,5.444000
N350039,43.36506653,-1.76031005,120035,5.452000
N350039,43.36494064,-1.76048899,120036,5.471000
N350039,43.36487579,-1.76055598,120037,5.481000
N350039,43.36466980,-1.76072097,120038,5.507000
N350039,43.36449814,-1.76085496,120039,5.529000
N350039,43.36429596,-1.76103199,120040,5.556000
N350039,43.36419678,-1.76111805,120041,5.569000
N350039,43.36404800,-1.76124001,120042,5.588000
N350039,43.36382675,-1.76141298,120043,5.616000
N350039,43.36379623,-1.76142800,120044,5.620000
N350039,43.36368179,-1.76147997,130002,5.633000
N350039,43.36340714,-1.76157105,130003,5.665000
N350039,43.36311722,-1.76168799,130004,5.699000
N350039,43.36294937,-1.76177502,130005,5.718000
N350039,43.36287689,-1.76180303,130006,5.727000
N350039,43.36230087,-1.76191294,130007,5.792000
N350039,43.36240768,-1.76166403,130008,5.815000
N350039,43.36243439,-1.76158798,130009,5.822000
N350039,43.36254501,-1.76127899,130010,5.850000
N350039,43.36267471,-1.76084197,130011,5.888000
N350039,43.36270142,-1.76069999,130012,5.900000
N350039,43.36274338,-1.76047695,140002,5.919000
N350039,43.36278534,-1.76021504,140003,5.941000
N350039,43.36283875,-1.75981104,140004,5.974000
N350039,43.36289978,-1.75940204,140005,6.008000
N350039,43.36291122,-1.75933397,140006,6.013000
N350039,43.36292267,-1.75929403,140007,6.017000
N350039,43.36295700,-1.75891805,140008,6.048000
N350039,43.36295319,-1.75875795,140009,6.061000
N350039,43.36288834,-1.75842202,140010,6.089000
N350039,43.36239624,-1.75860000,140011,6.145000
N350039,43.36195374,-1.75876999,140012,6.197000
N350039,43.36146164,-1.75900495,140013,6.255000
N350039,43.36111450,-1.75913596,140014,6.295000
N350039,43.36090469,-1.75927401,140015,6.320000
N350039,43.36068726,-1.75943303,140016,6.348000
N350039,43.36050034,-1.75955200,150002,6.371000
N350039,43.36031723,-1.75965095,150003,6.393000
N350039,43.35994339,-1.75970101,150004,6.434000
N350039,43.35961151,-1.75977898,150005,6.472000
N350039,43.35957718,-1.76013303,150006,6.501000
N350039,43.35956573,-1.76031303,150007,6.516000
N350039,43.35955429,-1.76080704,150008,6.556000
N350039,43.35955048,-1.76091099,150009,6.564000
N350039,43.35952759,-1.76159096,150010,6.619000
N350039,43.35951233,-1.76202703,150011,6.655000
N350039,43.35950089,-1.76226604,150012,6.674000
N350039,43.35947800,-1.76266205,150013,6.706000
N350039,43.35944366,-1.76289701,150014,6.726000
N350039,43.35949707,-1.76289999,150015,6.732000
N350039,43.35953903,-1.76294303,150016,6.738000
N350039,43.35957336,-1.76299906,150017,6.744000
N350039,43.35959244,-1.76309097,150018,6.752000
N350039,43.35956573,-1.76315296,150019,6.757000
N350039,43.35953522,-1.76320803,150020,6.763000
N350039,43.35948181,-1.76323998,150021,6.769000
N350039,43.35942841,-1.76323605,150022,6.775000
N350039,43.35937881,-1.76318598,150023,6.782000
N350039,43.35933685,-1.76324403,150025,6.789000
N350039,43.35921860,-1.76340699,150026,6.808000
N350039,43.35918427,-1.76347101,150027,6.814000
N350039,43.35915756,-1.76354301,150028,6.821000
N350039,43.35910416,-1.76371503,150029,6.836000
N350039,43.35905838,-1.76387596,150030,6.850000
N350039,43.35901642,-1.76401806,150031,6.862000
N350039,43.35899734,-1.76407397,160002,6.867000
N350039,43.35896683,-1.76415002,160003,6.874000
N350039,43.35875702,-1.76457703,160004,6.916000
N350039,43.35871124,-1.76464701,160005,6.923000
N350039,43.35866165,-1.76473105,160006,6.933000
N350039,43.35857010,-1.76485097,160007,6.946000
N350039,43.35838318,-1.76504302,160008,6.972000
N350039,43.35789490,-1.76543903,160009,7.036000
N350039,43.35771561,-1.76553297,160010,7.057000
N350039,43.35756683,-1.76556802,160011,7.074000
N350039,43.35742188,-1.76565504,160012,7.091000
N350039,43.35735703,-1.76570201,160013,7.099000
N350039,43.35722733,-1.76577699,160014,7.115000
N350039,43.35707474,-1.76585102,160015,7.133000
N350039,43.35694885,-1.76585996,160016,7.147000
N350039,43.35684967,-1.76587999,160017,7.158000
N350039,43.35676575,-1.76591003,160018,7.168000
N350039,43.35659027,-1.76600599,160019,7.189000
N350039,43.35652924,-1.76604402,160020,7.196000
N350039,43.35641861,-1.76612699,160021,7.210000
N350039,43.35625458,-1.76628196,160022,7.232000
N350039,43.35604095,-1.76651394,160023,7.263000
N350039,43.35587692,-1.76677895,160024,7.291000
N350039,43.35573578,-1.76715803,160025,7.325000
N350039,43.35566711,-1.76738095,160026,7.345000
N350039,43.35548019,-1.76771903,160027,7.380000
N350039,43.35524368,-1.76798296,160028,7.413000
N350039,43.35525513,-1.76801598,160029,7.417000
N350039,43.35525894,-1.76804900,160030,7.419000
N350039,43.35525513,-1.76807797,160031,7.422000
N350039,43.35524368,-1.76811600,160033,7.425000
N350039,43.35606384,-1.76862001,160035,7.525000
N350039,43.35620117,-1.76875103,160036,7.544000
N350039,43.35623169,-1.76883197,160037,7.551000
N350039,43.35628891,-1.76882303,160038,7.558000
N350039,43.35634232,-1.76884103,160039,7.564000
N350039,43.35638809,-1.76888895,160040,7.570000
N350039,43.35640335,-1.76895297,160041,7.575000
N350039,43.35639954,-1.76901805,160042,7.581000
N350039,43.35634232,-1.76911604,160043,7.591000
N350039,43.35627747,-1.76913905,160044,7.598000
N350039,43.35626221,-1.76929903,160045,7.612000
N350039,43.35623550,-1.76966798,170002,7.642000
N350039,43.35623550,-1.76984894,170003,7.656000
N350039,43.35620499,-1.77048695,170004,7.708000
N350039,43.35622025,-1.77085400,170005,7.738000
N350039,43.35622406,-1.77146101,170006,7.787000
N350039,43.35635757,-1.77148294,170007,7.802000
N350039,43.35641098,-1.77148294,170008,7.808000
N350039,43.35656357,-1.77148402,170009,7.825000
N350039,43.35674286,-1.77147496,170010,7.845000
N350039,43.35697174,-1.77147901,170011,7.870000
N350039,43.35721588,-1.77147698,170012,7.897000
N350039,43.35747910,-1.77149200,170013,7.927000
N350039,43.35760880,-1.77151096,170014,7.941000
N350039,43.35770035,-1.77154005,170015,7.952000
N350039,43.35786438,-1.77160001,170016,7.971000
N350039,43.35797882,-1.77166200,170017,7.984000
N350039,43.35803986,-1.77169502,170018,7.991000
N350039,43.35810471,-1.77171898,170019,7.999000
N350039,43.35816574,-1.77173805,170020,8.006000
N350039,43.35821152,-1.77174902,170021,8.011000
N350039,43.35825348,-1.77175200,170022,8.016000
N350039,43.35839462,-1.77175903,170023,8.031000
N350039,43.35850143,-1.77174795,170024,8.043000
N350039,43.35858536,-1.77173305,170025,8.053000
N350039,43.35882568,-1.77169394,170026,8.080000
N350039,43.35884857,-1.77169001,170027,8.082000
N350039,43.35890198,-1.77168405,180002,8.088000
N350039,43.35894394,-1.77168000,180003,8.093000
N350039,43.35899353,-1.77168405,180004,8.098000
N350039,43.35907745,-1.77169704,180005,8.108000
N350039,43.35914612,-1.77171195,180006,8.116000
N350039,43.35923386,-1.77173102,180007,8.125000
N350039,43.35931396,-1.77174795,180008,8.134000
N350039,43.35940933,-1.77175105,180009,8.145000
N350039,43.35947037,-1.77175105,180010,8.152000
N350039,43.35951996,-1.77174604,180011,8.157000
N350039,43.35958862,-1.77173400,180012,8.165000
N350039,43.35961151,-1.77172601,180013,8.167000
N350039,43.35963058,-1.77171898,180014,8.169000
N350039,43.35968399,-1.77167702,180015,8.177000
N350039,43.35968018,-1.77164304,180016,8.179000
N350039,43.35968399,-1.77160704,180017,8.182000
N350039,43.35971832,-1.77155697,180018,8.188000
N350039,43.35972595,-1.77154005,180019,8.189000
N350039,43.35979080,-1.77152002,180020,8.197000
N350039,43.35982513,-1.77153099,180021,8.201000
N350039,43.35985565,-1.77155006,180022,8.204000
N350039,43.35988617,-1.77158594,180023,8.209000
N350039,43.35993958,-1.77156699,180024,8.215000
N350039,43.35998154,-1.77156103,180025,8.220000
N350039,43.36004257,-1.77156699,180026,8.227000
N350039,43.36026382,-1.77167296,180027,8.253000
N350039,43.36055756,-1.77183700,180028,8.288000
N350039,43.36070251,-1.77191103,180029,8.305000
N350039,43.36078644,-1.77192605,180030,8.315000
N350039,43.36083984,-1.77192700,180031,8.320000
N350039,43.36098480,-1.77189100,180032,8.337000
N350039,43.36117172,-1.77181399,180033,8.359000
N350039,43.36126709,-1.77181399,180034,8.369000
N350039,43.36147308,-1.77184796,180035,8.392000
N350039,43.36153412,-1.77186096,180036,8.399000
N350039,43.36163330,-1.77190399,180037,8.411000
N350039,43.36177063,-1.77195203,180038,8.426000
N350039,43.36181259,-1.77196598,180039,8.431000
N350039,43.36183167,-1.77196097,180040,8.433000
N350039,43.36185837,-1.77195704,180041,8.436000
N350039,43.36187363,-1.77195895,180042,8.438000
N350039,43.36190414,-1.77197003,180043,8.441000
N350039,43.36192322,-1.77199101,180044,8.444000
N350039,43.36194992,-1.77203405,180045,8.449000
N350039,43.36195374,-1.77206099,180046,8.451000
N350039,43.36194611,-1.77210104,180047,8.454000
N350039,43.36192703,-1.77214301,180048,8.458000
N350039,43.36189651,-1.77216196,180049,8.462000
N350039,43.36183929,-1.77216601,180050,8.469000
N350039,43.36174011,-1.77234805,180051,8.487000
N350039,43.36171341,-1.77242005,180052,8.494000
N350039,43.36168671,-1.77247703,180053,8.499000
N350039,43.36164474,-1.77259195,180054,8.509000
N350039,43.36162949,-1.77264905,180055,8.514000
N350039,43.36161423,-1.77271402,180056,8.520000
N350039,43.36156464,-1.77277899,180057,8.528000
N350039,43.36153030,-1.77292097,180058,8.540000
N350039,43.36149216,-1.77307701,180059,8.553000
N350039,43.36145401,-1.77323699,180060,8.567000
N350039,43.36138153,-1.77354801,180061,8.593000
N350039,43.36134720,-1.77369595,180062,8.606000
N350039,43.36128235,-1.77395403,180063,8.628000
N350039,43.36119080,-1.77425504,180064,8.654000
N350039,43.36115265,-1.77434599,180065,8.663000
N350039,43.36110306,-1.77445996,180066,8.674000
N350039,43.36100006,-1.77467501,180067,8.694000
N350039,43.36091232,-1.77481997,180068,8.710000
N350039,43.36080933,-1.77494502,180069,8.725000
N350039,43.36058426,-1.77516496,180070,8.755000
N350039,43.36043167,-1.77526402,180071,8.774000
N350039,43.36034012,-1.77531099,180072,8.785000
N350039,43.36027527,-1.77533901,180073,8.793000
N350039,43.36020279,-1.77537405,180074,8.802000
N350039,43.36020279,-1.77540398,180075,8.804000
N350039,43.36019135,-1.77543795,180076,8.807000
N350039,43.36017990,-1.77546895,180077,8.810000
N350039,43.36016464,-1.77549303,180078,8.813000
N350039,43.36013794,-1.77551401,180079,8.816000
N350039,43.36011505,-1.77552295,180080,8.819000
N350039,43.36008072,-1.77552295,180081,8.822000
N350039,43.36005020,-1.77551794,180082,8.826000
N350039,43.36002350,-1.77550495,180083,8.829000
N350039,43.36000443,-1.77547300,180084,8.832000
N350039,43.35998535,-1.77542698,180085,8.837000
N350039,43.35991669,-1.77548099,180086,8.846000
N350039,43.35984039,-1.77552497,180087,8.855000
N350039,43.35968018,-1.77559495,180088,8.873000
N350039,43.35960770,-1.77562702,190002,8.882000
N350039,43.35940552,-1.77570605,190003,8.905000
N350039,43.35873413,-1.77599299,190004,8.983000
N350039,43.35863876,-1.77603698,190005,8.995000
N350039,43.35854721,-1.77606797,190006,9.005000
N350039,43.35842133,-1.77610600,190007,9.020000
N350039,43.35832214,-1.77614403,190008,9.031000
N350039,43.35809708,-1.77632904,190009,9.060000
N350039,43.35804367,-1.77636194,190010,9.067000
N350039,43.35796738,-1.77638900,190011,9.075000
N350039,43.35788345,-1.77638900,190012,9.085000
N350039,43.35783768,-1.77638495,190013,9.090000
N350039,43.35757828,-1.77634501,190014,9.119000
N350039,43.35736847,-1.77631903,190015,9.142000
N350039,43.35729599,-1.77631104,190016,9.150000
N350039,43.35725021,-1.77630305,190017,9.155000
N350039,43.35709381,-1.77628398,190018,9.173000
N350039,43.35700607,-1.77627099,190019,9.183000
N350039,43.35692215,-1.77626002,190020,9.192000
N350039,43.35684586,-1.77623999,190021,9.200000
N350039,43.35689545,-1.77598000,190022,9.222000
N350039,43.35699844,-1.77519500,190023,9.287000
N350039,43.35704041,-1.77474296,190024,9.324000
N350039,43.35707474,-1.77436399,200002,9.355000
N350039,43.35694122,-1.77436197,200003,9.369000
N350039,43.35682678,-1.77434695,200004,9.382000
N350039,43.35666656,-1.77433205,200005,9.400000
N350039,43.35646439,-1.77431595,200006,9.423000
N350039,43.35640717,-1.77431202,210002,9.429000
N350039,43.35570908,-1.77425599,210003,9.507000
N350039,43.35536575,-1.77430606,210004,9.545000
N350039,43.35536575,-1.77433395,210005,9.547000
N350039,43.35535431,-1.77436495,210006,9.550000
N350039,43.35534668,-1.77438295,210007,9.552000
N350039,43.35531616,-1.77441394,220003,9.556000
N350039,43.35526276,-1.77444899,220004,9.563000
N350039,43.35522842,-1.77446604,220005,9.566000
N350039,43.35520554,-1.77447200,220006,9.569000
N350039,43.35518646,-1.77447903,220007,9.572000
N350039,43.35516739,-1.77447701,220008,9.574000
N350039,43.35514450,-1.77446401,220009,9.576000
N350039,43.35509491,-1.77451599,220010,9.583000
N350039,43.35504913,-1.77455497,220011,9.589000
N350039,43.35498047,-1.77460206,220012,9.598000
N350039,43.35469055,-1.77478194,220013,9.633000
N350039,43.35423279,-1.77505100,220014,9.689000
N350039,43.35407639,-1.77516603,220015,9.708000
N350039,43.35401154,-1.77523100,220016,9.717000
N350039,43.35393524,-1.77532101,220017,9.728000
N350039,43.35394669,-1.77538097,220018,9.733000
N350039,43.35394287,-1.77543604,220019,9.738000
N350039,43.35393906,-1.77549899,220020,9.743000
N350039,43.35389328,-1.77559996,220021,9.752000
N350039,43.35386276,-1.77563298,220022,9.757000
N350039,43.35380936,-1.77564800,220023,9.763000
N350039,43.35373688,-1.77563095,220024,9.771000
N350039,43.35367966,-1.77556300,220025,9.780000
N350039,43.35350037,-1.77570796,220026,9.802000
N350039,43.35333252,-1.77586305,220027,9.825000
N350039,43.35298157,-1.77619100,220028,9.872000
N350039,43.35287857,-1.77626896,220029,9.885000
N350039,43.35276031,-1.77633500,220030,9.899000
N350039,43.35261917,-1.77646506,220031,9.918000
N350039,43.35246277,-1.77659702,220032,9.939000
N350039,43.35239410,-1.77666199,220033,9.948000
N350039,43.35228348,-1.77676797,230002,9.963000
N350039,43.35221863,-1.77688503,230003,9.975000
N350039,43.35213852,-1.77704406,230004,9.991000
N350039,43.35197449,-1.77734303,230005,10.021000
N350039,43.35171890,-1.77775705,230006,10.065000
N350039,43.35173798,-1.77781701,230007,10.070000
N350039,43.35174179,-1.77788305,230008,10.075000
N350039,43.35171890,-1.77794504,230009,10.081000
N350039,43.35168076,-1.77799296,230010,10.087000
N350039,43.35163498,-1.77799594,230011,10.092000
N350039,43.35160446,-1.77797902,230012,10.095000
N350039,43.35155487,-1.77792704,230013,10.102000
N350039,43.35154343,-1.77784896,230014,10.109000
N350039,43.35157013,-1.77778602,230015,10.115000
N350039,43.35160828,-1.77774096,230016,10.120000
N350039,43.35165405,-1.77772498,230017,10.126000
N350039,43.35168839,-1.77773094,230018,10.129000
N350039,43.35171890,-1.77775705,230019,10.133000
N350039,43.35197449,-1.77734303,230020,10.178000
N350039,43.35213852,-1.77704406,230021,10.208000
N350039,43.35221863,-1.77688503,230022,10.224000
N350039,43.35228348,-1.77676797,230023,10.236000
N350039,43.35246277,-1.77659702,230024,10.260000
N350039,43.35261917,-1.77646506,230025,10.280000
N350039,43.35276031,-1.77633500,230026,10.299000
N350039,43.35287857,-1.77626896,230027,10.313000
N350039,43.35298157,-1.77619100,230028,10.326000
N350039,43.35333252,-1.77586305,230029,10.373000
N350039,43.35350037,-1.77570796,230030,10.396000
N350039,43.35367966,-1.77556300,230031,10.419000
N350039,43.35364532,-1.77549803,230032,10.425000
N350039,43.35363770,-1.77542603,230033,10.431000
N350039,43.35365677,-1.77533305,230034,10.439000
N350039,43.35370636,-1.77526295,230035,10.447000
N350039,43.35375214,-1.77522004,230036,10.453000
N350039,43.35378647,-1.77520394,230037,10.457000
N350039,43.35382843,-1.77520299,230038,10.461000
N350039,43.35387039,-1.77522004,230039,10.466000
N350039,43.35390472,-1.77525306,230040,10.471000
N350039,43.35393524,-1.77532101,230041,10.478000
N350039,43.35401154,-1.77523100,230042,10.489000
N350039,43.35404205,-1.77530706,230043,10.496000
N350039,43.35406494,-1.77533996,230044,10.499000
N350039,43.35410309,-1.77537000,230045,10.504000
N350039,43.35414124,-1.77539301,230046,10.509000
N350039,43.35424423,-1.77544606,230047,10.521000
N350039,43.35452271,-1.77561295,230048,10.555000
N350039,43.35512161,-1.77594900,230049,10.627000
N350039,43.35537338,-1.77610898,230050,10.658000
N350039,43.35544968,-1.77622402,230051,10.670000
N350039,43.35555649,-1.77642202,230052,10.690000
N350039,43.35571289,-1.77669001,230053,10.718000
N350039,43.35579300,-1.77680600,230054,10.731000
N350039,43.35593414,-1.77701795,230055,10.754000
N350039,43.35615158,-1.77736700,230056,10.791000
N350039,43.35598755,-1.77753901,230057,10.815000
N350039,43.35570908,-1.77782905,240002,10.854000
N350039,43.35560608,-1.77795804,240003,10.869000
N350039,43.35350800,-1.78061104,240004,11.186000
N350039,43.35343552,-1.78076398,240005,11.201000
N350039,43.35336685,-1.78085697,240006,11.212000
N350039,43.35335159,-1.78087401,250002,11.214000
N350039,43.35255051,-1.78190398,250003,11.336000
N350039,43.35247421,-1.78202200,250004,11.349000
N350039,43.35237885,-1.78214800,250005,11.364000
N350039,43.35206985,-1.78252804,250006,11.410000
N350039,43.35197830,-1.78265703,250007,11.425000
N350039,43.35190201,-1.78275001,250008,11.436000
N350039,43.35183716,-1.78281999,250009,11.445000
N350039,43.35179138,-1.78285897,250010,11.451000
N350039,43.35175323,-1.78288805,250011,11.456000
N350039,43.35173035,-1.78295100,250012,11.462000
N350039,43.35169220,-1.78301406,250013,11.468000
N350039,43.35140610,-1.78343999,250014,11.515000
N350039,43.35129929,-1.78344095,250015,11.527000
N350039,43.35121536,-1.78332102,250016,11.541000
N350039,43.35114288,-1.78325295,250017,11.550000
N350039,43.35106659,-1.78318501,260002,11.560000
N350039,43.35094452,-1.78307700,260003,11.576000
N350039,43.35083389,-1.78289604,260004,11.596000
N350039,43.35070801,-1.78271699,260005,11.616000
N350039,43.35052872,-1.78253400,260006,11.641000
N350039,43.35042572,-1.78236902,260007,11.659000
N350039,43.35028076,-1.78210700,260008,11.685000
N350039,43.35023117,-1.78201306,260009,11.694000
N350039,43.35019684,-1.78193104,260010,11.702000
N350039,43.35017395,-1.78186798,260011,11.708000
N350039,43.35016251,-1.78178596,260012,11.715000
N350039,43.35013962,-1.78170300,260013,11.722000
N350039,43.35012054,-1.78156805,260014,11.733000
N350039,43.35010910,-1.78155303,260015,11.735000
N350039,43.35009384,-1.78153706,260016,11.737000
N350039,43.35008240,-1.78151906,260017,11.739000
N350039,43.35008240,-1.78149402,260018,11.741000
N350039,43.35008240,-1.78146601,260019,11.743000
N350039,43.35008621,-1.78144395,260020,11.745000
N350039,43.35009766,-1.78141403,260021,11.747000
N350039,43.35010910,-1.78139198,260022,11.749000
N350039,43.35007858,-1.78134096,260023,11.755000
N350039,43.35004425,-1.78128600,260024,11.761000
N350039,43.35001755,-1.78122699,260025,11.766000
N350039,43.34996033,-1.78101397,260026,11.785000
N350039,43.34994507,-1.78094101,260027,11.791000
N350039,43.34994125,-1.78073895,260028,11.807000
N350039,43.34991837,-1.78044796,260029,11.831000
N350039,43.34991837,-1.77978897,260030,11.884000
N350039,43.34988785,-1.77949703,260031,11.908000
N350039,43.34984970,-1.77930200,260032,11.925000
N350039,43.34981537,-1.77903700,260033,11.946000
N350039,43.34961319,-1.77792203,260034,12.040000
N350039,43.34960175,-1.77756405,260035,12.069000
N350039,43.34959412,-1.77740300,270002,12.082000
N350039,43.34959412,-1.77730298,270003,12.090000
N350039,43.34959030,-1.77683794,270004,12.128000
N350039,43.34965897,-1.77557003,270005,12.231000
N350039,43.34966660,-1.77543998,270006,12.241000
N350039,43.34966660,-1.77511096,270007,12.268000
N350039,43.34966660,-1.77492094,270008,12.284000
N350039,43.34965515,-1.77471006,270009,12.301000
N350039,43.34965515,-1.77450001,270010,12.318000
N350039,43.34964752,-1.77436495,270011,12.329000
N350039,43.34963989,-1.77414799,270012,12.346000
N350039,43.34963989,-1.77405000,270013,12.354000
N350039,43.34964371,-1.77395797,270014,12.362000
N350039,43.34970856,-1.77358699,270015,12.393000
N350039,43.34984589,-1.77297699,270016,12.444000
N350039,43.34987259,-1.77286398,270017,12.454000
N350039,43.34988785,-1.77272999,270018,12.465000
N350039,43.34989548,-1.77264297,270019,12.472000
N350039,43.34988785,-1.77243495,270020,12.489000
N350039,43.34987640,-1.77235603,270021,12.496000
N350039,43.34986115,-1.77231002,270022,12.499000
N350039,43.34984970,-1.77224696,270023,12.505000
N350039,43.34977722,-1.77215898,270024,12.515000
N350039,43.34967041,-1.77193499,270025,12.537000
N350039,43.34963226,-1.77185905,270026,12.544000
N350039,43.34957504,-1.77172804,270027,12.557000
N350039,43.34951401,-1.77162194,270028,12.568000
N350039,43.34943008,-1.77139997,270029,12.588000
N350039,43.34940720,-1.77134597,270030,12.593000
N350039,43.34934235,-1.77118194,280002,12.608000
N350039,43.34928513,-1.77099395,280003,12.625000
N350039,43.34921265,-1.77076602,280004,12.645000
N350039,43.34919357,-1.77067804,280005,12.652000
N350039,43.34912491,-1.77030301,280006,12.684000
N350039,43.34909058,-1.77026999,280007,12.688000
N350039,43.34908295,-1.77024996,280008,12.690000
N350039,43.34897614,-1.77028406,280009,12.702000
N350039,43.34858322,-1.77037096,280010,12.747000
N350039,43.34849167,-1.77033401,280011,12.757000
N350039,43.34835052,-1.77033997,280012,12.773000
N350039,43.34766769,-1.77035201,280013,12.849000
N350040,43.37291718,-1.77547705,10001,0.000000
N350040,43.37291718,-1.77569902,10002,0.018000
N350040,43.37215424,-1.77575004,10003,0.103000
N350040,43.37228775,-1.77469504,10004,0.190000
N350040,43.37240219,-1.77355504,10005,0.283000
N350040,43.37245560,-1.77325594,10006,0.308000
N350040,43.37248611,-1.77280605,10007,0.345000
N350040,43.37264252,-1.77274597,10008,0.363000
N350040,43.37287140,-1.77267599,10009,0.389000
N350040,43.37295151,-1.77265096,20002,0.398000
N350040,43.37333298,-1.77249801,20003,0.442000
N350040,43.37335587,-1.77249599,20004,0.445000
N350040,43.37343597,-1.77247405,20005,0.454000
N350040,43.37370300,-1.77122200,20006,0.560000
N350040,43.37393188,-1.77022195,20007,0.645000
N350040,43.37400436,-1.76990497,30002,0.672000
N350040,43.37424088,-1.76879394,30003,0.765000
N350040,43.37445450,-1.76780701,30004,0.849000
N350040,43.37472916,-1.76655698,30005,0.955000
N350040,43.37526321,-1.76429701,30006,1.147000
N350040,43.37555695,-1.76307702,30007,1.251000
N350040,43.37560272,-1.76282001,30008,1.273000
N350040,43.37561035,-1.76271999,30009,1.281000
N350040,43.37561417,-1.76259398,30010,1.291000
N350040,43.37559509,-1.76232302,30011,1.313000
N350040,43.37556076,-1.76216102,30012,1.327000
N350040,43.37553024,-1.76202297,40002,1.339000
N350040,43.37543488,-1.76164305,40003,1.371000
N350040,43.37530518,-1.76132202,40004,1.401000
N350040,43.37521744,-1.76116705,40005,1.417000
N350040,43.37512589,-1.76102805,40006,1.432000
N350040,43.37500763,-1.76088595,40007,1.450000
N350040,43.37483597,-1.76071298,40008,1.473000
N350040,43.37464905,-1.76056099,40009,1.498000
N350040,43.37438965,-1.76045501,40010,1.528000
N350040,43.37415314,-1.76035905,40011,1.555000
N350040,43.37397766,-1.76025105,40012,1.576000
N350040,43.37383270,-1.76009202,40013,1.597000
N350040,43.37371826,-1.75990295,40014,1.617000
N350040,43.37368011,-1.75980902,40015,1.625000
N350040,43.37367249,-1.75975597,40016,1.630000
N350040,43.37363434,-1.75953996,40017,1.648000
N350040,43.37361908,-1.75938904,40018,1.660000
N350040,43.37363434,-1.75915599,40019,1.679000
N350040,43.37366104,-1.75901997,40020,1.691000
N350040,43.37372971,-1.75880802,40021,1.710000
N350040,43.37384033,-1.75862896,40022,1.728000
N350040,43.37424469,-1.75811899,40023,1.790000
N350040,43.37446213,-1.75784099,40024,1.823000
N350040,43.37457657,-1.75764298,40025,1.843000
N350040,43.37464905,-1.75742197,40026,1.863000
N350040,43.37465668,-1.75734997,40027,1.869000
N350040,43.37468338,-1.75719905,40028,1.881000
N350040,43.37467575,-1.75708902,40029,1.890000
N350040,43.37467194,-1.75700200,40030,1.897000
N350040,43.37465668,-1.75686800,40031,1.908000
N350040,43.37459946,-1.75671697,40032,1.922000
N350040,43.37452698,-1.75657105,40033,1.937000
N350040,43.37444305,-1.75645304,40034,1.950000
N350040,43.37435913,-1.75637603,40035,1.961000
N350040,43.37413025,-1.75621104,40036,1.990000
N350040,43.37393188,-1.75608003,40037,2.014000
N350040,43.37386703,-1.75602102,40038,2.023000
N350040,43.37371826,-1.75582695,40039,2.046000
N350040,43.37363052,-1.75567198,40040,2.062000
N350040,43.37353897,-1.75536394,50002,2.089000
N350040,43.37350845,-1.75522006,50003,2.101000
N350040,43.37349701,-1.75507402,50004,2.113000
N350040,43.37350845,-1.75480998,50005,2.134000
N350040,43.37355042,-1.75451100,50006,2.159000
N350040,43.37358475,-1.75427496,50007,2.179000
N350040,43.37366104,-1.75368500,50008,2.227000
N350040,43.37372971,-1.75325596,50009,2.263000
N350040,43.37382889,-1.75285101,50010,2.297000
N350040,43.37389374,-1.75263798,50011,2.316000
N350040,43.37404633,-1.75237203,50012,2.344000
N350040,43.37416077,-1.75222397,50013,2.361000
N350040,43.37427521,-1.75210905,50014,2.377000
N350040,43.37436676,-1.75201499,50015,2.389000
N350040,43.37441635,-1.75197697,50016,2.396000
N350040,43.37448502,-1.75193298,50017,2.404000
N350040,43.37451935,-1.75190902,50018,2.409000
N350040,43.37471008,-1.75183499,60002,2.431000
N350040,43.37483215,-1.75181103,60003,2.444000
N350040,43.37483597,-1.75174904,60004,2.449000
N350040,43.37484741,-1.75168800,60005,2.454000
N350040,43.37486649,-1.75165105,60006,2.458000
N350040,43.37490082,-1.75161505,60007,2.463000
N350040,43.37487030,-1.75137901,60008,2.482000
N350040,43.37481689,-1.75119102,60009,2.498000
